Time [s], PLETH
237.856,0.61486
237.888,0.62268
237.92,0.62757
237.952,0.6305
237.984,0.63343
238.016,0.63441
238.048,0.63343
238.08,0.63148
238.112,0.62659
238.144,0.62072
238.176,0.61388
238.208,0.60606
238.24,0.59726
238.272,0.58847
238.304,0.57967
238.336,0.56989
238.368,0.56207
238.4,0.55327
238.432,0.5435
238.464,0.53568
238.496,0.52688
238.528,0.51906
238.56,0.51124
238.592,0.50342
238.624,0.49658
238.656,0.48876
238.688,0.48192
238.72,0.47507
238.752,0.46921
238.784,0.46139
238.816,0.45455
238.848,0.44575
238.88,0.43695
238.912,0.42815
238.944,0.41935
238.976,0.40958
239.008,0.3998
239.04,0.39003
239.072,0.38025
239.104,0.37146
239.136,0.36364
239.168,0.35679
239.2,0.34897
239.232,0.34018
239.264,0.33236
239.296,0.32454
239.328,0.31672
239.36,0.30987
239.392,0.30303
239.424,0.29521
239.456,0.28935
239.488,0.2825
239.52,0.27859
239.552,0.27468
239.584,0.26979
239.616,0.26491
239.648,0.26002
239.68,0.25513
239.712,0.25024
239.744,0.24731
239.776,0.24536
239.808,0.24731
239.84,0.2522
239.872,0.26197
239.904,0.27761
239.936,0.29423
239.968,0.31281
240,0.33724
240.032,0.36364
240.064,0.39003
240.096,0.41642
240.128,0.44184
240.16,0.46334
240.192,0.48289
240.224,0.49853
240.256,0.51222
240.288,0.52297
240.32,0.53079
240.352,0.53568
240.384,0.54057
240.416,0.54545
240.448,0.54839
240.48,0.55034
240.512,0.5523
240.544,0.5523
240.576,0.5523
240.608,0.55034
240.64,0.54741
240.672,0.54252
240.704,0.53666
240.736,0.53079
240.768,0.52395
240.8,0.51515
240.832,0.5044
240.864,0.49267
240.896,0.47996
240.928,0.46725
240.96,0.45552
240.992,0.44379
241.024,0.43304
241.056,0.42229
241.088,0.41349
241.12,0.40665
241.152,0.40176
241.184,0.39589
241.216,0.39003
241.248,0.38612
241.28,0.38123
241.312,0.37732
241.344,0.37341
241.376,0.3695
241.408,0.36657
241.44,0.36266
241.472,0.35875
241.504,0.35582
241.536,0.35288
241.568,0.35093
241.6,0.348
241.632,0.34604
241.664,0.34311
241.696,0.34018
241.728,0.33724
241.76,0.34311
241.792,0.35191
241.824,0.35484
241.856,0.35484
241.888,0.35288
241.92,0.35191
241.952,0.35093
241.984,0.34897
242.016,0.34702
242.048,0.34409
242.08,0.34213
242.112,0.34018
242.144,0.33822
242.176,0.33529
242.208,0.33333
242.24,0.33138
242.272,0.32942
242.304,0.32649
242.336,0.32551
242.368,0.32454
242.4,0.32356
242.432,0.32356
242.464,0.32454
242.496,0.3304
242.528,0.34018
242.56,0.35777
242.592,0.38123
242.624,0.41153
242.656,0.4477
242.688,0.48876
242.72,0.5259
242.752,0.56109
242.784,0.6002
242.816,0.64027
242.848,0.6784
242.88,0.71359
242.912,0.74585
242.944,0.77419
242.976,0.79863
243.008,0.8172
243.04,0.83187
243.072,0.84066
243.104,0.8436
243.136,0.84164
243.168,0.83675
243.2,0.82991
243.232,0.82014
243.264,0.80841
243.296,0.7957
243.328,0.78201
243.36,0.76637
243.392,0.75073
243.424,0.73412
243.456,0.71652
243.488,0.69892
243.52,0.68328
243.552,0.66764
243.584,0.65103
243.616,0.63539
243.648,0.61877
243.68,0.60411
243.712,0.58847
243.744,0.57478
243.776,0.56109
243.808,0.54839
243.84,0.53666
243.872,0.52493
243.904,0.51515
243.936,0.50635
243.968,0.49658
244,0.4868
244.032,0.47703
244.064,0.46628
244.096,0.4565
244.128,0.44575
244.16,0.43597
244.192,0.42522
244.224,0.41447
244.256,0.40371
244.288,0.39492
244.32,0.3871
244.352,0.38123
244.384,0.37439
244.416,0.36657
244.448,0.35973
244.48,0.35288
244.512,0.34604
244.544,0.3392
244.576,0.33236
244.608,0.32747
244.64,0.32258
244.672,0.31769
244.704,0.31378
244.736,0.31085
244.768,0.30694
244.8,0.30303
244.832,0.29912
244.864,0.29619
244.896,0.29228
244.928,0.28837
244.96,0.28543
244.992,0.2825
245.024,0.28055
245.056,0.27859
245.088,0.27761
245.12,0.27957
245.152,0.28348
245.184,0.2913
245.216,0.30303
245.248,0.3216
245.28,0.35484
245.312,0.38905
245.344,0.41544
245.376,0.4477
245.408,0.48192
245.44,0.51613
245.472,0.54839
245.504,0.5738
245.536,0.59335
245.568,0.6129
245.6,0.6305
245.632,0.64516
245.664,0.65787
245.696,0.66764
245.728,0.67546
245.76,0.68133
245.792,0.68524
245.824,0.68817
245.856,0.68817
245.888,0.68719
245.92,0.68524
245.952,0.68133
245.984,0.67546
246.016,0.6696
246.048,0.6608
246.08,0.65103
246.112,0.6393
246.144,0.62659
246.176,0.61193
246.208,0.59726
246.24,0.58065
246.272,0.565
246.304,0.55034
246.336,0.53666
246.368,0.52395
246.4,0.51124
246.432,0.49951
246.464,0.48876
246.496,0.47996
246.528,0.47214
246.56,0.4653
246.592,0.45846
246.624,0.45259
246.656,0.44673
246.688,0.44086
246.72,0.43597
246.752,0.43206
246.784,0.42815
246.816,0.42326
246.848,0.41838
246.88,0.41349
246.912,0.40958
246.944,0.40469
246.976,0.40078
247.008,0.39589
247.04,0.39198
247.072,0.38807
247.104,0.38514
247.136,0.38319
247.168,0.38025
247.2,0.37634
247.232,0.37341
247.264,0.37048
247.296,0.36755
247.328,0.36461
247.36,0.36168
247.392,0.35875
247.424,0.35582
247.456,0.35191
247.488,0.34897
247.52,0.34702
247.552,0.34604
247.584,0.34409
247.616,0.34115
247.648,0.33724
247.68,0.33431
247.712,0.3304
247.744,0.32845
247.776,0.32845
247.808,0.33138
247.84,0.3392
247.872,0.35386
247.904,0.37146
247.936,0.39296
247.968,0.42229
248,0.45846
248.032,0.49853
248.064,0.54057
248.096,0.5826
248.128,0.6217
248.16,0.65885
248.192,0.6911
248.224,0.72043
248.256,0.74585
248.288,0.76833
248.32,0.78495
248.352,0.79765
248.384,0.80841
248.416,0.81818
248.448,0.826
248.48,0.83089
248.512,0.83284
248.544,0.83284
248.576,0.83089
248.608,0.826
248.64,0.82014
248.672,0.81134
248.704,0.80059
248.736,0.78983
248.768,0.77713
248.8,0.76246
248.832,0.74682
248.864,0.73021
248.896,0.71261
248.928,0.69404
248.96,0.67449
248.992,0.65494
249.024,0.63539
249.056,0.61584
249.088,0.59726
249.12,0.58162
249.152,0.56696
249.184,0.55132
249.216,0.53568
249.248,0.52004
249.28,0.50538
249.312,0.48974
249.344,0.47507
249.376,0.4565
249.408,0.44086
249.44,0.43011
249.472,0.41838
249.504,0.4086
249.536,0.3998
249.568,0.39003
249.6,0.37928
249.632,0.3695
249.664,0.35875
249.696,0.34897
249.728,0.3392
249.76,0.3304
249.792,0.3216
249.824,0.31378
249.856,0.30596
249.888,0.30108
249.92,0.29619
249.952,0.28446
249.984,0.26979
250.016,0.26002
250.048,0.25318
250.08,0.24829
250.112,0.2434
250.144,0.23949
250.176,0.23558
250.208,0.23167
250.24,0.22874
250.272,0.22581
250.304,0.22385
250.336,0.22385
250.368,0.2219
250.4,0.22092
250.432,0.22092
250.464,0.22287
250.496,0.22874
250.528,0.23949
250.56,0.25415
250.592,0.27468
250.624,0.3001
250.656,0.32747
250.688,0.35386
250.72,0.3783
250.752,0.40567
250.784,0.43793
250.816,0.4653
250.848,0.48387
250.88,0.50147
250.912,0.51613
250.944,0.52884
250.976,0.53959
251.008,0.54741
251.04,0.55327
251.072,0.55718
251.104,0.55914
251.136,0.56012
251.168,0.56012
251.2,0.55914
251.232,0.55718
251.264,0.5523
251.296,0.54643
251.328,0.53861
251.36,0.53079
251.392,0.52004
251.424,0.50929
251.456,0.50049
251.488,0.49071
251.52,0.48094
251.552,0.46823
251.584,0.45552
251.616,0.44282
251.648,0.43011
251.68,0.41838
251.712,0.40665
251.744,0.39687
251.776,0.3871
251.808,0.3783
251.84,0.37048
251.872,0.36559
251.904,0.36168
251.936,0.35777
251.968,0.35484
252,0.35093
252.032,0.34702
252.064,0.34213
252.096,0.3392
252.128,0.33627
252.16,0.33138
252.192,0.32845
252.224,0.32454
252.256,0.3216
252.288,0.31867
252.32,0.31574
252.352,0.31378
252.384,0.31085
252.416,0.30792
252.448,0.30499
252.48,0.30205
252.512,0.29912
252.544,0.29717
252.576,0.29423
252.608,0.29228
252.64,0.29032
252.672,0.28935
252.704,0.28935
252.736,0.28837
252.768,0.28641
252.8,0.28446
252.832,0.2825
252.864,0.27957
252.896,0.27761
252.928,0.27468
252.96,0.27273
252.992,0.27175
253.024,0.27077
253.056,0.27273
253.088,0.27664
253.12,0.28446
253.152,0.29717
253.184,0.31672
253.216,0.34213
253.248,0.37341
253.28,0.40958
253.312,0.44868
253.344,0.48974
253.376,0.52981
253.408,0.56794
253.44,0.60313
253.472,0.62952
253.504,0.65005
253.536,0.66862
253.568,0.68231
253.6,0.69208
253.632,0.69795
253.664,0.6999
253.696,0.69892
253.728,0.69501
253.76,0.69013
253.792,0.68328
253.824,0.67546
253.856,0.66667
253.888,0.65787
253.92,0.64809
253.952,0.63832
253.984,0.62757
254.016,0.61584
254.048,0.60411
254.08,0.5914
254.112,0.57869
254.144,0.565
254.176,0.55034
254.208,0.53666
254.24,0.52199
254.272,0.51026
254.304,0.49853
254.336,0.48583
254.368,0.4741
254.4,0.46237
254.432,0.45161
254.464,0.44086
254.496,0.43109
254.528,0.42131
254.56,0.41153
254.592,0.40176
254.624,0.39296
254.656,0.38514
254.688,0.3783
254.72,0.37048
254.752,0.36168
254.784,0.35386
254.816,0.34506
254.848,0.33724
254.88,0.32942
254.912,0.3216
254.944,0.31378
254.976,0.30694
255.008,0.3001
255.04,0.29326
255.072,0.28837
255.104,0.28446
255.136,0.27957
255.168,0.27468
255.2,0.26979
255.232,0.26588
255.264,0.261
255.296,0.25709
255.328,0.25415
255.36,0.25122
255.392,0.24829
255.424,0.24536
255.456,0.2434
255.488,0.24242
255.52,0.24047
255.552,0.23851
255.584,0.23656
255.616,0.23363
255.648,0.23265
255.68,0.23265
255.712,0.2346
255.744,0.24047
255.776,0.25024
255.808,0.26491
255.84,0.28446
255.872,0.30596
255.904,0.32845
255.936,0.35679
255.968,0.3871
256,0.4174
256.032,0.44673
256.064,0.4741
256.096,0.49756
256.128,0.51808
256.16,0.53568
256.192,0.55034
256.224,0.56207
256.256,0.56989
256.288,0.57576
256.32,0.58065
256.352,0.58553
256.384,0.58847
256.416,0.59042
256.448,0.59042
256.48,0.59042
256.512,0.58847
256.544,0.58651
256.576,0.58162
256.608,0.57674
256.64,0.56891
256.672,0.56207
256.704,0.55327
256.736,0.5435
256.768,0.53177
256.8,0.51906
256.832,0.50635
256.864,0.49267
256.896,0.47898
256.928,0.46725
256.96,0.45552
256.992,0.44477
257.024,0.43597
257.056,0.42913
257.088,0.42326
257.12,0.4174
257.152,0.41153
257.184,0.40762
257.216,0.40274
257.248,0.39785
257.28,0.39394
257.312,0.39003
257.344,0.38514
257.376,0.38123
257.408,0.37732
257.44,0.37439
257.472,0.37243
257.504,0.3695
257.536,0.36657
257.568,0.36364
257.6,0.35973
257.632,0.35679
257.664,0.35386
257.696,0.35093
257.728,0.348
257.76,0.34506
257.792,0.34213
257.824,0.3392
257.856,0.33724
257.888,0.33627
257.92,0.33431
257.952,0.33236
257.984,0.3304
258.016,0.32747
258.048,0.32551
258.08,0.32258
258.112,0.32845
258.144,0.3392
258.176,0.34213
258.208,0.34311
258.24,0.34311
258.272,0.34311
258.304,0.34311
258.336,0.34409
258.368,0.34604
258.4,0.35191
258.432,0.36266
258.464,0.37732
258.496,0.39785
258.528,0.42326
258.56,0.45259
258.592,0.48289
258.624,0.5132
258.656,0.53959
258.688,0.56207
258.72,0.58358
258.752,0.60411
258.784,0.62268
258.816,0.63734
258.848,0.65005
258.88,0.65982
258.912,0.66764
258.944,0.67253
258.976,0.67644
259.008,0.6784
259.04,0.6784
259.072,0.67742
259.104,0.67546
259.136,0.67253
259.168,0.6696
259.2,0.66471
259.232,0.65787
259.264,0.65103
259.296,0.64223
259.328,0.63148
259.36,0.61975
259.392,0.60704
259.424,0.59238
259.456,0.57967
259.488,0.56696
259.52,0.55327
259.552,0.54057
259.584,0.52786
259.616,0.51613
259.648,0.50635
259.68,0.49756
259.712,0.48974
259.744,0.48192
259.776,0.47605
259.808,0.46921
259.84,0.46432
259.872,0.45943
259.904,0.45455
259.936,0.44868
259.968,0.44379
260,0.43891
260.032,0.43402
260.064,0.42913
260.096,0.42522
260.128,0.42131
260.16,0.4174
260.192,0.41349
260.224,0.40958
260.256,0.40665
260.288,0.40371
260.32,0.40078
260.352,0.39785
260.384,0.39492
260.416,0.39101
260.448,0.38807
260.48,0.38416
260.512,0.38123
260.544,0.3783
260.576,0.37439
260.608,0.37146
260.64,0.3695
260.672,0.36852
260.704,0.36657
260.736,0.36461
260.768,0.36266
260.8,0.3607
260.832,0.35777
260.864,0.35582
260.896,0.35288
260.928,0.35093
260.96,0.34995
260.992,0.35093
261.024,0.35582
261.056,0.36364
261.088,0.37439
261.12,0.39003
261.152,0.41153
261.184,0.43695
261.216,0.4653
261.248,0.49462
261.28,0.52297
261.312,0.55034
261.344,0.57478
261.376,0.59726
261.408,0.61486
261.44,0.62757
261.472,0.63734
261.504,0.64614
261.536,0.65396
261.568,0.65982
261.6,0.66373
261.632,0.66667
261.664,0.66764
261.696,0.66764
261.728,0.66667
261.76,0.66471
261.792,0.6608
261.824,0.65591
261.856,0.65005
261.888,0.64321
261.92,0.63441
261.952,0.62463
261.984,0.61388
262.016,0.60117
262.048,0.58847
262.08,0.57478
262.112,0.56109
262.144,0.54741
262.176,0.53372
262.208,0.52199
262.24,0.51124
262.272,0.50244
262.304,0.49365
262.336,0.48583
262.368,0.47801
262.4,0.47214
262.432,0.46628
262.464,0.46041
262.496,0.45455
262.528,0.44966
262.56,0.44477
262.592,0.43988
262.624,0.435
262.656,0.43109
262.688,0.42815
262.72,0.42424
262.752,0.42033
262.784,0.41642
262.816,0.41251
262.848,0.4086
262.88,0.40567
262.912,0.40176
262.944,0.39883
262.976,0.39492
263.008,0.39101
263.04,0.38807
263.072,0.38612
263.104,0.38319
263.136,0.38025
263.168,0.37732
263.2,0.37537
263.232,0.37243
263.264,0.3695
263.296,0.36657
263.328,0.36461
263.36,0.36168
263.392,0.35875
263.424,0.35582
263.456,0.35484
263.488,0.35288
263.52,0.35093
263.552,0.34897
263.584,0.348
263.616,0.348
263.648,0.35093
263.68,0.35875
263.712,0.37048
263.744,0.3871
263.776,0.4086
263.808,0.43402
263.84,0.45846
263.872,0.48094
263.904,0.50635
263.936,0.53177
263.968,0.55621
264,0.57674
264.032,0.59531
264.064,0.60997
264.096,0.6217
264.128,0.63148
264.16,0.63832
264.192,0.64418
264.224,0.64809
264.256,0.65005
264.288,0.65005
264.32,0.64907
264.352,0.64712
264.384,0.64418
264.416,0.64027
264.448,0.63539
264.48,0.62854
264.512,0.62072
264.544,0.61095
264.576,0.6002
264.608,0.58847
264.64,0.57771
264.672,0.56598
264.704,0.55327
264.736,0.53959
264.768,0.52688
264.8,0.51417
264.832,0.50147
264.864,0.48974
264.896,0.47996
264.928,0.47116
264.96,0.46237
264.992,0.45552
265.024,0.45064
265.056,0.44575
265.088,0.44086
265.12,0.43597
265.152,0.43109
265.184,0.42522
265.216,0.42033
265.248,0.41447
265.28,0.40958
265.312,0.40567
265.344,0.40078
265.376,0.39687
265.408,0.39296
265.44,0.39003
265.472,0.3871
265.504,0.38319
265.536,0.38025
265.568,0.37634
265.6,0.37243
265.632,0.36852
265.664,0.36559
265.696,0.36266
265.728,0.35875
265.76,0.35582
265.792,0.35288
265.824,0.35093
265.856,0.34897
265.888,0.34702
265.92,0.34506
265.952,0.34213
265.984,0.3392
266.016,0.33724
266.048,0.33431
266.08,0.33138
266.112,0.32845
266.144,0.32551
266.176,0.32356
266.208,0.32258
266.24,0.32356
266.272,0.32845
266.304,0.32063
266.336,0.31183
266.368,0.3216
266.4,0.34409
266.432,0.37537
266.464,0.41056
266.496,0.44868
266.528,0.48485
266.56,0.51906
266.592,0.55034
266.624,0.5738
266.656,0.59238
266.688,0.60997
266.72,0.62561
266.752,0.63832
266.784,0.64907
266.816,0.65591
266.848,0.66178
266.88,0.66471
266.912,0.66569
266.944,0.66569
266.976,0.66373
267.008,0.65982
267.04,0.65494
267.072,0.64907
267.104,0.64027
267.136,0.6305
267.168,0.61877
267.2,0.60411
267.232,0.58847
267.264,0.57185
267.296,0.55327
267.328,0.5347
267.36,0.51515
267.392,0.49658
267.424,0.48094
267.456,0.46823
267.488,0.45455
267.52,0.44184
267.552,0.43011
267.584,0.41935
267.616,0.40958
267.648,0.40176
267.68,0.39492
267.712,0.38807
267.744,0.38123
267.776,0.37439
267.808,0.36755
267.84,0.36266
267.872,0.35777
267.904,0.35191
267.936,0.34604
267.968,0.34018
268,0.33529
268.032,0.32942
268.064,0.32454
268.096,0.31965
268.128,0.31574
268.16,0.31085
268.192,0.30694
268.224,0.30401
268.256,0.30108
268.288,0.29717
268.32,0.29326
268.352,0.28935
268.384,0.28641
268.416,0.2825
268.448,0.27957
268.48,0.27664
268.512,0.27468
268.544,0.27175
268.576,0.26882
268.608,0.26491
268.64,0.26295
268.672,0.261
268.704,0.25709
268.736,0.25415
268.768,0.25122
268.8,0.25024
268.832,0.25024
268.864,0.25513
268.896,0.26588
268.928,0.2825
268.96,0.30596
268.992,0.33529
269.024,0.36559
269.056,0.39687
269.088,0.43304
269.12,0.47019
269.152,0.50635
269.184,0.53861
269.216,0.56794
269.248,0.59238
269.28,0.6129
269.312,0.62952
269.344,0.64321
269.376,0.65396
269.408,0.66178
269.44,0.66667
269.472,0.66862
269.504,0.67058
269.536,0.67155
269.568,0.67058
269.6,0.66862
269.632,0.66471
269.664,0.65885
269.696,0.652
269.728,0.64321
269.76,0.63245
269.792,0.62072
269.824,0.60802
269.856,0.59433
269.888,0.57869
269.92,0.56207
269.952,0.5435
269.984,0.52395
270.016,0.50538
270.048,0.4868
270.08,0.46921
270.112,0.45552
270.144,0.44379
270.176,0.43695
270.208,0.435
270.24,0.43597
270.272,0.44086
270.304,0.44868
270.336,0.4565
270.368,0.4653
270.4,0.4741
270.432,0.48094
270.464,0.4868
270.496,0.49267
270.528,0.49756
270.56,0.50244
270.592,0.50538
270.624,0.50733
270.656,0.50733
270.688,0.50342
270.72,0.49658
270.752,0.48583
270.784,0.47214
270.816,0.4565
270.848,0.43891
270.88,0.41935
270.912,0.3998
270.944,0.37928
270.976,0.35875
271.008,0.34018
271.04,0.32454
271.072,0.31183
271.104,0.29814
271.136,0.28543
271.168,0.27468
271.2,0.26588
271.232,0.25904
271.264,0.25415
271.296,0.24927
271.328,0.24536
271.36,0.24242
271.392,0.24047
271.424,0.24047
271.456,0.24438
271.488,0.2522
271.52,0.26588
271.552,0.28446
271.584,0.30987
271.616,0.34115
271.648,0.37634
271.68,0.41349
271.712,0.45064
271.744,0.48583
271.776,0.51906
271.808,0.54545
271.84,0.56598
271.872,0.58651
271.904,0.60508
271.936,0.62072
271.968,0.63245
272,0.64125
272.032,0.64809
272.064,0.65298
272.096,0.65494
272.128,0.65591
272.16,0.65494
272.192,0.65298
272.224,0.65005
272.256,0.64516
272.288,0.6393
272.32,0.63148
272.352,0.62268
272.384,0.61193
272.416,0.6002
272.448,0.58651
272.48,0.57185
272.512,0.55621
272.544,0.54057
272.576,0.52395
272.608,0.50929
272.64,0.4956
272.672,0.48192
272.704,0.46921
272.736,0.4565
272.768,0.44575
272.8,0.43597
272.832,0.42717
272.864,0.42033
272.896,0.41349
272.928,0.40762
272.96,0.40176
272.992,0.39687
273.024,0.39296
273.056,0.38905
273.088,0.38514
273.12,0.38123
273.152,0.37634
273.184,0.37243
273.216,0.36852
273.248,0.36461
273.28,0.3607
273.312,0.35679
273.344,0.35386
273.376,0.34897
273.408,0.34604
273.44,0.34311
273.472,0.34115
273.504,0.33822
273.536,0.33529
273.568,0.33236
273.6,0.32942
273.632,0.32747
273.664,0.32454
273.696,0.3216
273.728,0.31769
273.76,0.31476
273.792,0.31183
273.824,0.30987
273.856,0.30792
273.888,0.30596
273.92,0.30401
273.952,0.30108
273.984,0.29912
274.016,0.29912
274.048,0.30108
274.08,0.3089
274.112,0.3216
274.144,0.34018
274.176,0.36559
274.208,0.39198
274.24,0.41935
274.272,0.45357
274.304,0.48974
274.336,0.5259
274.368,0.55914
274.4,0.59042
274.432,0.61681
274.464,0.64027
274.496,0.67937
274.528,0.72532
274.56,0.75367
274.592,0.77224
274.624,0.78299
274.656,0.78886
274.688,0.79374
274.72,0.7957
274.752,0.7957
274.784,0.7957
274.816,0.79374
274.848,0.78983
274.88,0.78397
274.912,0.77615
274.944,0.76637
274.976,0.75367
275.008,0.74096
275.04,0.72727
275.072,0.70968
275.104,0.6911
275.136,0.67155
275.168,0.65103
275.2,0.6305
275.232,0.61095
275.264,0.59238
275.296,0.57674
275.328,0.56109
275.36,0.54839
275.392,0.53666
275.424,0.52688
275.456,0.51906
275.488,0.51124
275.52,0.5044
275.552,0.49658
275.584,0.48876
275.616,0.48094
275.648,0.4741
275.68,0.46725
275.712,0.45943
275.744,0.45259
275.776,0.44575
275.808,0.43988
275.84,0.43597
275.872,0.43109
275.904,0.4262
275.936,0.42033
275.968,0.41447
276,0.4086
276.032,0.40371
276.064,0.39785
276.096,0.39296
276.128,0.38807
276.16,0.38319
276.192,0.3783
276.224,0.37439
276.256,0.37243
276.288,0.3695
276.32,0.36657
276.352,0.36266
276.384,0.35973
276.416,0.35484
276.448,0.34995
276.48,0.34506
276.512,0.34018
276.544,0.33627
276.576,0.33333
276.608,0.33236
276.64,0.33431
276.672,0.34018
276.704,0.34995
276.736,0.36657
276.768,0.39101
276.8,0.42229
276.832,0.45846
276.864,0.49951
276.896,0.54154
276.928,0.5826
276.96,0.6217
276.992,0.65591
277.024,0.68231
277.056,0.70283
277.088,0.72336
277.12,0.73998
277.152,0.75464
277.184,0.76637
277.216,0.77517
277.248,0.78299
277.28,0.78886
277.312,0.79179
277.344,0.79277
277.376,0.79179
277.408,0.78788
277.44,0.78201
277.472,0.77517
277.504,0.76637
277.536,0.7566
277.568,0.74389
277.6,0.73021
277.632,0.71457
277.664,0.69697
277.696,0.67937
277.728,0.65982
277.76,0.64027
277.792,0.6217
277.824,0.60606
277.856,0.5914
277.888,0.57674
277.92,0.56305
277.952,0.55034
277.984,0.53861
278.016,0.52884
278.048,0.51906
278.08,0.51026
278.112,0.50244
278.144,0.49462
278.176,0.4868
278.208,0.47996
278.24,0.4741
278.272,0.46725
278.304,0.46041
278.336,0.45259
278.368,0.44575
278.4,0.43988
278.432,0.43402
278.464,0.42815
278.496,0.42131
278.528,0.41544
278.56,0.4086
278.592,0.40469
278.624,0.40078
278.656,0.39589
278.688,0.39101
278.72,0.38612
278.752,0.38123
278.784,0.37634
278.816,0.37048
278.848,0.36559
278.88,0.3607
278.912,0.35679
278.944,0.35093
278.976,0.34604
279.008,0.34213
279.04,0.3392
279.072,0.33627
279.104,0.33236
279.136,0.32845
279.168,0.32454
279.2,0.3216
279.232,0.31965
279.264,0.3216
279.296,0.32747
279.328,0.3392
279.36,0.35875
279.392,0.38123
279.424,0.40762
279.456,0.44086
279.488,0.47996
279.52,0.51906
279.552,0.55816
279.584,0.59531
279.616,0.62757
279.648,0.65591
279.68,0.68035
279.712,0.70088
279.744,0.71652
279.776,0.72923
279.808,0.73705
279.84,0.74194
279.872,0.74682
279.904,0.74976
279.936,0.75171
279.968,0.75073
280,0.74878
280.032,0.74389
280.064,0.73803
280.096,0.73021
280.128,0.72043
280.16,0.70968
280.192,0.69795
280.224,0.68524
280.256,0.6696
280.288,0.652
280.32,0.63343
280.352,0.61388
280.384,0.59433
280.416,0.57576
280.448,0.55816
280.48,0.54154
280.512,0.52688
280.544,0.5132
280.576,0.50049
280.608,0.49169
280.64,0.48289
280.672,0.47507
280.704,0.46628
280.736,0.45748
280.768,0.44868
280.8,0.44086
280.832,0.43304
280.864,0.4262
280.896,0.41838
280.928,0.41251
280.96,0.40567
280.992,0.40078
281.024,0.39687
281.056,0.39198
281.088,0.3871
281.12,0.38221
281.152,0.37634
281.184,0.37146
281.216,0.36657
281.248,0.3607
281.28,0.35582
281.312,0.35093
281.344,0.34604
281.376,0.34115
281.408,0.33724
281.44,0.33529
281.472,0.33236
281.504,0.32845
281.536,0.32454
281.568,0.31965
281.6,0.31574
281.632,0.31183
281.664,0.30694
281.696,0.30205
281.728,0.29814
281.76,0.29423
281.792,0.29228
281.824,0.29228
281.856,0.29228
281.888,0.29717
281.92,0.30596
281.952,0.32063
281.984,0.34311
282.016,0.37146
282.048,0.40567
282.08,0.44379
282.112,0.48289
282.144,0.52102
282.176,0.55621
282.208,0.58456
282.24,0.60802
282.272,0.6305
282.304,0.65103
282.336,0.66862
282.368,0.68231
282.4,0.69306
282.432,0.70088
282.464,0.70674
282.496,0.71163
282.528,0.71457
282.56,0.71554
282.592,0.71359
282.624,0.71163
282.656,0.70772
282.688,0.69013
282.72,0.66569
282.752,0.64809
282.784,0.63245
282.816,0.61779
282.848,0.60215
282.88,0.58553
282.912,0.56696
282.944,0.54839
282.976,0.52981
283.008,0.5132
283.04,0.49756
283.072,0.48192
283.104,0.46725
283.136,0.45357
283.168,0.44086
283.2,0.43011
283.232,0.42033
283.264,0.41153
283.296,0.40371
283.328,0.39589
283.36,0.38905
283.392,0.38416
283.424,0.37928
283.456,0.37439
283.488,0.36852
283.52,0.36266
283.552,0.35777
283.584,0.35191
283.616,0.348
283.648,0.34311
283.68,0.33822
283.712,0.33333
283.744,0.32747
283.776,0.32258
283.808,0.31867
283.84,0.31476
283.872,0.31085
283.904,0.30596
283.936,0.30108
283.968,0.29619
284,0.29228
284.032,0.28837
284.064,0.28446
284.096,0.28055
284.128,0.27664
284.16,0.27273
284.192,0.26979
284.224,0.26784
284.256,0.26491
284.288,0.26197
284.32,0.25806
284.352,0.25513
284.384,0.2522
284.416,0.25024
284.448,0.25122
284.48,0.25611
284.512,0.26491
284.544,0.28152
284.576,0.30401
284.608,0.32942
284.64,0.35679
284.672,0.39101
284.704,0.43011
284.736,0.46921
284.768,0.50733
284.8,0.54154
284.832,0.57185
284.864,0.59726
284.896,0.61877
284.928,0.63734
284.96,0.652
284.992,0.66178
285.024,0.6696
285.056,0.67644
285.088,0.68231
285.12,0.68719
285.152,0.69013
285.184,0.6911
285.216,0.6911
285.248,0.68915
285.28,0.68524
285.312,0.68035
285.344,0.67253
285.376,0.66276
285.408,0.65298
285.44,0.64125
285.472,0.62757
285.504,0.61193
285.536,0.59531
285.568,0.57869
285.6,0.56207
285.632,0.54545
285.664,0.52884
285.696,0.51417
285.728,0.50049
285.76,0.48778
285.792,0.47801
285.824,0.47019
285.856,0.46237
285.888,0.45455
285.92,0.4477
285.952,0.44184
285.984,0.435
286.016,0.42913
286.048,0.42326
286.08,0.4174
286.112,0.41251
286.144,0.40665
286.176,0.40176
286.208,0.39687
286.24,0.39198
286.272,0.3871
286.304,0.38319
286.336,0.37928
286.368,0.37439
286.4,0.37048
286.432,0.36559
286.464,0.36168
286.496,0.35777
286.528,0.35386
286.56,0.34897
286.592,0.34604
286.624,0.34311
286.656,0.34018
286.688,0.33627
286.72,0.33236
286.752,0.32942
286.784,0.32551
286.816,0.32258
286.848,0.31965
286.88,0.31672
286.912,0.31281
286.944,0.30987
286.976,0.30792
287.008,0.30792
287.04,0.30694
287.072,0.3089
287.104,0.31476
287.136,0.32454
287.168,0.34115
287.2,0.36461
287.232,0.39394
287.264,0.42815
287.296,0.46432
287.328,0.50147
287.36,0.5347
287.392,0.56207
287.424,0.58358
287.456,0.60411
287.488,0.62366
287.52,0.64321
287.552,0.66178
287.584,0.68231
287.616,0.70283
287.648,0.72336
287.68,0.74194
287.712,0.75855
